,text,pred,label,negative,positive,time
17,I am excited to watch all games in Beijing Olympic! Thank you Beijing for wonderful preparing and present such wonderful game to the world! That is spirit of Olympic!,1,POSITIVE,0.00011353218724252656,0.9998864531517029,2022-03-02
18,"Two thousand five hundred years ago, Confucius said, ""What a joy it is to have friends coming from afar."" I hope friends from all over the world will have a good time in Beijing",1,POSITIVE,0.00014061830006539822,0.9998593330383301,2022-03-02
19,"Welcome to Beijing,  hope you enjoy and have fun,  greetings from Hong Kong ",1,POSITIVE,0.00012826814781874418,0.9998716711997986,2022-03-02
20,Wish the best Winter Olympics in Beijing. Hope all athletes may forget the bullshit from politicians and enjoy the game.,1,POSITIVE,0.015660280361771584,0.9843397736549377,2022-03-02
21,"Wow! so well picked pictures! well picked video! all focus on fences and cages! haha, I can be a reporter too. You have your right to live with the virus, why others don't have the right to choose not to live with the virus. It's cultural differences. you don't need to demonise others when they don't want to do the same thing as yours.",1,POSITIVE,0.0014418428763747215,0.9985581040382385,2022-03-02
22,Beijing winter Olympic Games - Go! Go! Go!,1,POSITIVE,0.0007545915432274342,0.9992454051971436,2022-03-02
23,It always amazes me how y'all turn the positive facts into negative narrations,1,POSITIVE,0.003164010588079691,0.9968360066413879,2022-03-02
24,Looking forward to see the Beijing Winter Olympics Opening Ceremony.,1,POSITIVE,0.00026531380717642605,0.99973464012146,2022-03-02
25,The world's biggest sporting event is suppose to unite people and bringing the world closer. ,1,POSITIVE,0.0006174556910991669,0.9993825554847717,2022-03-02
26,"I've seen different stories from here, as well as a lot of video clips shared by other athletes themselves, who are enjoying themselves in Beijing right now.  A balance needs to be found to protect local residents and international athletes from virus. Robotic restaurants and self-driving cars are coming as solutions.",0,NEGATIVE,0.9503541588783264,0.04964589700102806,2022-03-02
27,"This journalist is not only got a blind eye, but also got blind heart.",0,NEGATIVE,0.9937717318534851,0.006228270474821329,2022-03-02
28,"You like it, you don't like it, I am sure 99.9% of the participating athletes will be enjoying the game.......",1,POSITIVE,0.00035385804949328303,0.9996461868286133,2022-03-02
29,"Despite fake news and hate from the west, China remains focused on hosting a successful Winter Olympics. It seems unstoppable. That's an attitude that I admire to be honest.",1,POSITIVE,0.003633180633187294,0.9963668584823608,2022-03-02
30,Can't wait for ice hockey ,1,POSITIVE,0.09501681476831436,0.9049832224845886,2022-03-02
31,What I can see is well organized national event. They tried their best to serve the athletes and make sure to minimize the virus spread. No other countries can control the virus better than China. Love to see western media use every possible way to turn all these positive things into negative narrations.,1,POSITIVE,0.0018972917459905148,0.9981027245521545,2022-03-02
32,I am okay with different opinions.   But WP's criticism as such with clearly from a biased standpoint is really disgusting......,0,NEGATIVE,0.9992274641990662,0.0007725055911578238,2022-03-02
33,it is interesting to see how WP spread sad mood through this “interview”,1,POSITIVE,0.009503581561148167,0.9904964566230774,2022-03-02
34,"When I see ""Washington Post"" I pretty much sure what's in it.",1,POSITIVE,0.006242560688406229,0.993757426738739,2022-03-02
35,"I live in China. I was hoping for something actually about the athletes. We already know it's in a bubble, it's not news. I'm sure China will pull off a masterful job of hosting, but no one is talking about the competition and the athletes.",0,NEGATIVE,0.9977008700370789,0.0022991099394857883,2022-03-02
36,WP literally made a lot of efforts in selecting the pictures but not in good journalism,0,NEGATIVE,0.9980507493019104,0.0019492536084726453,2022-03-02
37,"Human being need peace no wars, this is the why we need olympics",1,POSITIVE,0.005430980119854212,0.9945690035820007,2022-03-02
38,I am excited to watch all games in Beijing Olympic! Thank you Beijing for wonderful preparing and present such wonderful game to the world! That is spirit of Olympic!,1,POSITIVE,0.00011353223817422986,0.9998864531517029,2022-03-02
39,You guys forgot to mention that participants are allowed to go and spectate other events since they are in a bubble and they set up a high speed rail network for them to travel around the venues.  This was something that wasn’t even available in the Tokyo games but yours Deliberately left that out and try to make it sound like it’s a controlled game. Trying to demonise china once again.,0,NEGATIVE,0.9996587038040161,0.0003412705846130848,2022-03-02
40,"The weather is very dry in the Beijing area and there is snowfall but not much, this  includes the mountains where the olympics are being held. So it is not a matter of occasional using snow machines, but needing vast amounts of snow making. ",0,NEGATIVE,0.9947165250778198,0.005283507518470287,2022-01-31
41,"They looked at 16 previous games, they found environmental, social, and economic sustainability generally trended downwards over time.",0,NEGATIVE,0.9922206401824951,0.007779357023537159,2022-01-31
42,It's more a sign than there is already a disaster happening in the environment worldwide.,1,POSITIVE,0.15427719056606293,0.8457228541374207,2022-01-31
43,I'm old enough to remember when we used to have real snow.,1,POSITIVE,0.0104631707072258,0.9895368814468384,2022-03-02
44,"Chose places that already have most of the facilities available (then that excludes poorer countries that could do with more infrastructure). Even then, there are eplenty of abandoned sites. It was great competing at Sydney Olympic Park's athletics track and aquatic centre after the games, plus most of the facilities are still in use!",0,NEGATIVE,0.9874629378318787,0.012537039816379547,2022-01-31
45,"In North America, winter resorts always generate tons if snow every year. Every country that hosted winter Olympics also generated snow. They are collectively doing something to environment if that is the case. I still think it does not have much adverse affect on the environment.",1,POSITIVE,0.04920458421111107,0.9507954716682434,2022-01-31
46,"as IOC website said, ""All venues will be powered by renewable energy for the first time at the Olympic Games."" in Beijing 2022",1,POSITIVE,0.001334036816842854,0.9986659288406372,2022-03-02
47,Questions to ask: How does the winter look like in this region in the year before 2015 (the time Beijing was picked to host the game). were they always this dry and no snow as well?,0,NEGATIVE,0.9979639053344727,0.002036126796156168,2022-01-31
48,They should pick one or two countries that they’ve already built in and use that for where they host the Olympics so that they don’t have to keep building. They’ve already done enough damage as is,0,NEGATIVE,0.9993568062782288,0.0006431658985093236,2022-01-31
49,The next World Cup would be in Quatar where there would be an air-condition in the stadium!,0,NEGATIVE,0.9878988265991211,0.012101218104362488,2022-01-31
50,"Same thing happened during the Vancouver Olympics. We literally had to truck in new snow. However I don't remember anyone ever calling it a ""disaster for the environment"".",0,NEGATIVE,0.999098539352417,0.0009014999959617853,2022-01-31
51,A Winter Olympic cannot be called Winter Olympic without Winter.,1,POSITIVE,0.0035707703791558743,0.9964292645454407,2022-03-02
52,Interesting why you say this about China and you don’t say it about thousands of other ski hills around the world that do the same.,1,POSITIVE,0.015363214537501335,0.9846367835998535,2022-01-31
53,gotta say that is pretty amazing feat,1,POSITIVE,0.00011943776917178184,0.9998805522918701,2022-03-02
54,"This comforts me because it shows China doesn't have access to weather machines as they would have used it to make it snow so their winter olympics would be ""the best ever"".",1,POSITIVE,0.0027146730571985245,0.9972853660583496,2022-01-31
55,"We've been doing this at ski resorts worldwide... Never did we not, because of the environment",1,POSITIVE,0.050149086862802505,0.9498509168624878,2022-01-31
56,"I don't care about the Olympics, since the viewing rights are not freely available in my country, but rather tied up in expensive exclusive license agreements.",0,NEGATIVE,0.9992466568946838,0.0007533383322879672,2022-01-31
57,This situation has happened in traditional skiing countries many times in last 50 years.,1,POSITIVE,0.4048099219799042,0.5951900482177734,2022-01-31
58,Using snow making machines is common in ski resorts... but not on this scale. It's on a nature reserve and this area rarely receives snow. Compare this to games held in Utah... they actually receive real snow in the winter.,1,POSITIVE,0.4662792384624481,0.5337207317352295,2022-01-31
59,This is BSB reporter. I'm here inside the Beijing Olympics Village. This is the village where American athletes will be staying.  I am here with the Manager of the Village Planner Officer.,1,POSITIVE,0.04913270100951195,0.9508673548698425,2022-03-02
60,Just gives peace to the olympics,1,POSITIVE,0.00030841323314234614,0.9996915459632874,2022-03-02
61,"Spectacular! It's a magical world out there. Salute to the workers and organizers who made it possible.  It's the moment of the athletes to shine and show their best. Beautiful ceremony despite the pandemic. A time of unity, PEACE and LOVE.",1,POSITIVE,0.00011012107279384509,0.9998898506164551,2022-03-02
62,Just a fantastic Olympics  ! ,1,POSITIVE,0.00011975389497820288,0.9998802542686462,2022-03-02
63,I click in for an Olympic sports report. You guys are incredible.,1,POSITIVE,0.00014333240687847137,0.9998566508293152,2022-03-02
64,Always well organized. Amazing,1,POSITIVE,0.00011470371828181669,0.9998853206634521,2022-03-02
65,Spectacular opening ceremony!  We have a Uyghur girl to light the Olympic torch in the ceremony!  Advanced technologies are everywhere in the game.  China demonstrates great hospitality to all guests.  Enjoy the wonderful games! ,1,POSITIVE,0.00012608659744728357,0.9998738765716553,2022-03-02
66,"politicizing sports or cultural events would probably delivery the strongest opposition front that some countries would hate to see, but it is happening.",1,POSITIVE,0.0022513470612466335,0.997748613357544,2022-03-02
67,"Ridiculously funny reports like this just kept going on and on, one after another, and no rest. I'm so sad to see this happening.",0,NEGATIVE,0.9987385272979736,0.0012614583829417825,2022-03-02
68,"Wow. you guys are genius, can turn everything into politics, please tell us something how native Indians were genocided from America.",1,POSITIVE,0.0008824459509924054,0.9991175532341003,2022-03-02
69,It's great opening ceremony!,1,POSITIVE,0.00011748477845685557,0.9998825192451477,2022-03-02
70,"Whoever built china olympic 2022 opening cermony, they're so creative",1,POSITIVE,0.0002752082364168018,0.9997247457504272,2022-03-02
71,Extraordinary and meaningful opening,1,POSITIVE,0.00011815787001978606,0.9998818039894104,2022-03-02
72,"It's beautiful and the host country should be very proud. It's sad that people in this country and the west still have the audacity to throw accusations about how the host country manages their own affairs with a complete disregard of what happened in this country and the world (the death from the pandemic, crimes & violence plus guns, racial bias, poverty & homelessness , and the millions of Muslim killed  or forced to be refugees in Iraq, Afghanistan and the mid east caused by these pathetic wars).",0,NEGATIVE,0.697254478931427,0.3027455508708954,2022-03-02
73,"The boycott countries sent the most athletes to China. Out of 272 western reports on Beijing game.212 is related to human rights concern. Media manipulation is a series of related techniques in which partisans create an image or argument that favours their particular interests. Such tactics may include the use of logical fallacies, manipulation, outright deception(disinformation), rhetorical and propaganda techniques, and often involve the suppression of information or points of view by crowding them out, by inducing other people or groups of people to stop listening to certain arguments, or by simply diverting attention elsewhere.",0,NEGATIVE,0.9959740042686462,0.0040260120294988155,2022-03-02
74,The US and west can get so low so as to politicise even a global friendly event like olympics..,0,NEGATIVE,0.995289146900177,0.004710881505161524,2022-03-02
75,Why I can’t seem to find the full version of the opening ceremony?  I just want to watch the creativities and the arts/designs used in this ceremony,1,POSITIVE,0.023831089958548546,0.9761688709259033,2022-03-02
76,Uyghur athlete delivers final Olympic flame in Beijing opening ceremony,1,POSITIVE,0.0008221720345318317,0.999177873134613,2022-03-02
77,"YouTube can not watch Olympic Live, America is afraid of China ！ Hahaha",0,NEGATIVE,0.9268860220909119,0.07311392575502396,2022-03-02
78,"The world is not made up of a few countries who want to politicise the games. They just show their small minds, including the presenters of this program.",0,NEGATIVE,0.9894253611564636,0.010574673302471638,2022-03-02
79,"The logic is weird. Do a normal person feel justified to checkout their neighborhood’s bedroom when they don’t want to show?  And when the neighbors want to show friendly,  they chooses not to see and think that’s fake?  Well,  even if I had a suspicious neighbor,  I would keep my mouth shut, pretend people are just friendly and let the authorities to do their work.",0,NEGATIVE,0.9981652498245239,0.0018346928991377354,2022-03-02
80,This is going to be one of the most hi-tech Olympic in history.,1,POSITIVE,0.0003097669396083802,0.9996902942657471,2022-01-31
81,I wanted to see more of the robots in action :(,1,POSITIVE,0.026411985978484154,0.9735879898071289,2022-01-31
82,I need one of those robots at my home,0,NEGATIVE,0.9986630082130432,0.0013369853841140866,2022-01-31
83,Actually I was not a fan of robot waiters but this one has got the point,1,POSITIVE,0.002155132358893752,0.9978448748588562,2022-01-31
84,This makes perfect sense and will help to ensure that infections can't be spread.  Excellent idea and helps to keep everybody safe.,1,POSITIVE,0.0002214349660789594,0.9997785687446594,2022-01-31
85,Love to see ,1,POSITIVE,0.00011624095350271091,0.999883770942688,2022-01-31
86,Wow ,1,POSITIVE,0.0004078859346918762,0.999592125415802,2022-01-31
87,I want robot that makes burgers for me. Love this ,1,POSITIVE,0.00024756055790930986,0.999752402305603,2022-01-31
88,This should become the standard for future Olympics games and similar international events for as long as Covid lasts!,1,POSITIVE,0.19954703748226166,0.8004530072212219,2022-03-02
89,I've always wanted to do something like this but with miniature trains ,1,POSITIVE,0.4481648802757263,0.5518351197242737,2022-01-31
90,More advanced than of that Tokyo Olympics.,1,POSITIVE,0.0014747509267181158,0.9985252618789673,2022-03-02
91,"The robot restaurant in the Winter Olympic Village has attracted many foreign athletes. In fact, robot restaurants have been popular in Chinese cities for several years.",1,POSITIVE,0.0014217933639883995,0.9985782504081726,2022-03-02
92,So calm n and unassuming.. They took responsibility to host n spends huge efforts for the safety of the athletes and their own people.,0,NEGATIVE,0.9748721718788147,0.02512785792350769,2022-01-31
93,"They are too fast in everything, wow. Japanese and Chinese people are living in the future. Actually I'm impressed.",1,POSITIVE,0.0019273171201348305,0.9980727434158325,2022-01-31
94,I need one in my house.,0,NEGATIVE,0.9972729086875916,0.0027271329890936613,2022-01-31
95,Respect to china and how they are using the advantage of A.I in full scale. The future is for science and not religion anyway love from another asian from Arunachal Pradesh ,1,POSITIVE,0.0023564051371067762,0.9976436495780945,2022-01-31
96,I was like tham thats fking awesom then I read robots are also doing the cooking. I cant imagine this world in 100 years end me.,0,NEGATIVE,0.9750791192054749,0.02492092177271843,2022-01-31
97,I pretty much like this reporter. She's smiling and different from those cold hearted mainstream media junks.,1,POSITIVE,0.0002704609069041908,0.9997295141220093,2022-03-02
98,"I think they're doing a great job, can't imagine if athletes get covid since they're all living in the village, and they couldn't participate in their games, that'll be so terrible, olympics is only happening once in four years and they had gone through many evaluations to be qualify.",0,NEGATIVE,0.9826905727386475,0.017309384420514107,2022-03-02
99,"this one is not bad, at least this one shows some good sides of the beijing olympic instead of talking bullsh!t politics",1,POSITIVE,0.0028300632257014513,0.9971699714660645,2022-03-02
100,"Looks like good, old-fashioned, wholesome fun.",1,POSITIVE,0.00011703307245625183,0.9998829364776611,2022-03-02
101,Have a great time in China. Best wishes from America.,1,POSITIVE,0.00018909465870819986,0.9998109340667725,2022-03-02
102,Great video! You are so pleasant!,1,POSITIVE,0.00012341610272414982,0.9998766183853149,2022-03-02
103,Seriously? A new phone and new laptop? Anyway it's a good thing to have something new.,1,POSITIVE,0.00046055662096478045,0.9995394349098206,2022-03-02
104,"""...hazmat suits to COVID tests to chef robots..."" so let's ",0,NEGATIVE,0.9985151290893555,0.0014848336577415466,2022-03-02
105,"Now THAT was a heartwarming welcome !!  Christ, it's like you're entering the operating theatre at Mt. Sinai !!",1,POSITIVE,0.0003159055777359754,0.9996840953826904,2022-03-02
106,4:14,1,POSITIVE,0.022008437663316727,0.97799152135849,2022-03-02
107,"So if that bar tending robot tests positive, will it have to quarantine?",0,NEGATIVE,0.9992722868919373,0.0007276902324520051,2022-03-02
108,Despite all the economic crisis this is the right time to start up an investment,1,POSITIVE,0.00024449374177493155,0.9997555017471313,2022-03-02
109,"Look like lot of fun ... robot got to do covid test too, hahaha so funny",1,POSITIVE,0.000620625214651227,0.9993793964385986,2022-03-02
110,"So basically, everything's awesome, except the paranoid bit about the Chiense govt watching EVERY MOVE YOU MAKE ONLINE ONCE YOU ENTER THE COUNTRY.",1,POSITIVE,0.00021018908591941,0.9997897744178772,2022-03-02
111,😱,0,NEGATIVE,0.6970562934875488,0.30294370651245117,2022-03-02
112,Oh that sounds like such a fun vacation ,1,POSITIVE,0.00046602386282756925,0.9995339512825012,2022-03-02
113,I call on the USA athletes and journalists to abide by the pandemic control measures while they are in China. Wear your masks properly,1,POSITIVE,0.32007381319999695,0.6799262166023254,2022-03-02
114,"Best of luck to you, you'r all gonna need it to escape there when SHTF. I'm praying for you all to get home safely. If you get put in the tiger chair just remember to breath and pray.",1,POSITIVE,0.019464202225208282,0.9805358052253723,2022-03-02
115,Best part is how casually we all accept the Chinese government spying ... And keep it moving lol,0,NEGATIVE,0.9007671475410461,0.09923286736011505,2022-03-02
116,I feel like this Olympics is just.....,1,POSITIVE,0.0105982581153512,0.9894017577171326,2022-03-02
117,The title of this video should have been: None of the winter Olympic sponsors willing to quit. BBC just cares about clicks like these sponsors cares about sales.,0,NEGATIVE,0.9981976747512817,0.001802311628125608,2022-03-02
118,"Life goes on, with or without the sponsors or msms. Give athletics a good sense of being athletics for the nation's glory.",1,POSITIVE,0.0004513078893069178,0.9995487332344055,2022-03-02
119,Keeping Quiet is the worst you can do. ,0,NEGATIVE,0.999795138835907,0.00020485352433752269,2022-03-02
120,118K views and a mere 1200 likes? BBC has fallen from grace,0,NEGATIVE,0.9996084570884705,0.0003915723937097937,2022-03-02
121,"For those who refuse to watch the Olympics games, don’t worry, the games will be unwatchable anyway. NBC will broadcast the games in 480p resolution video, will use grey filters for all scenery and will use Photoshop program to make images grey.",0,NEGATIVE,0.9994960427284241,0.0005039749667048454,2022-03-02
122,"""The official worldwide partners of the Olympics are Airbnb, Alibaba, Allianz, Atos, Bridgestone, Coca-Cola, Intel, Omega, Panasonic, Procter & Gamble, Samsung, Toyota, and Visa""~BBC",1,POSITIVE,0.0046080914326012135,0.9953919053077698,2022-03-02
123,Boycott for what? 34 United States officers secretly applied Chinese Visa even though they had announced “diplomatic boycott”.,0,NEGATIVE,0.9979280829429626,0.002071871655061841,2022-03-02
124,well despite the brands not actually pulling out(because they care about Chinese money rather than human rights) it's good news they are now avoiding to much public connection with China.,0,NEGATIVE,0.9590975642204285,0.040902405977249146,2022-03-02
125,Chinese brands and the digital yuan gain massive international publicity during the winter Olympics.  Repressive political boycott action is making most global brands unhappy as they accelerate loss of international market share. ,0,NEGATIVE,0.9993207454681396,0.000679266988299787,2022-03-02
126,They say all kinds of wonder values but when push comes to shove they don't want to offend China....As the old adage goes...talk is cheap.,0,NEGATIVE,0.9959169030189514,0.004083109553903341,2022-03-02
127,Sounds like a good opportunity. Some countries offer big rewards for getting Olympic medals.,1,POSITIVE,0.0001692146761342883,0.9998307824134827,2022-03-02
128,This is BSB News reporter. I'm here inside the Beijing Olympics Village. This is the village where American athletes will be staying.  I am here with the Manager of the Village Planner Officer.,1,POSITIVE,0.03800606355071068,0.961993932723999,2022-03-02
129,"USA and its allies like Britain doesn't have the guts to boycott the game, talk is cheap lol ",0,NEGATIVE,0.9948366284370422,0.005163336638361216,2022-03-02
130,US is pulling them to limit their brand as local brands from present recognition as global brands...good... ,0,NEGATIVE,0.9107956290245056,0.08920436352491379,2022-03-02
131,The only part of these corrupt games I'll view is the list of sponsors to know whose products to boycott!,0,NEGATIVE,0.9995880722999573,0.00041193063952960074,2022-03-02
132,Lets the US athletes and other part nations  tell the story when they are back from the  Winter Olympic  games,1,POSITIVE,0.0015011897776275873,0.998498797416687,2022-03-02
133,"I firstly read ""quit"" , then realize it is quiet ?   What is wrong of staying quiet ?",0,NEGATIVE,0.9997584819793701,0.00024153711274266243,2022-03-02
134,If it were on the basis human right abuses more than half of the countries on earth wouldve been boycotted,0,NEGATIVE,0.996647834777832,0.0033521640580147505,2022-03-02
135,There are still brave people with balls in this world.,1,POSITIVE,0.00020459972438402474,0.9997953772544861,2022-03-02
136,There is a massive elephant in the room that corporations and governments pretend isn't there but they continues to do business with it because it's all about money.,0,NEGATIVE,0.6484464406967163,0.3515535891056061,2022-03-02
137,What is your favorite Olympic moment of all time? Let us know in the comments below and it might be featured in the next ,1,POSITIVE,0.024752940982580185,0.9752470850944519,2019-12-28
138,I’m sorry but no opening ceremony will beat this one! This was spectacular,1,POSITIVE,0.008551330305635929,0.991448700428009,2020-12-27
139,من أجمل الافتتاح في التاريخ البشرية ,1,POSITIVE,0.3356034755706787,0.6643965244293213,2022-12-19
140,"effort, coordination and unity. Respect.",1,POSITIVE,0.00018836006347555667,0.9998116493225098,2022-12-18
141,"Even looking back 13 years later, it’s still the best Olympic opening ceremony hands down! The rich historical meaning and artistic effects are just breathtaking, no doubt the 2022 winter Olympic is going to be another spectacular one!!!",1,POSITIVE,0.00016278980183415115,0.9998372197151184,2022-01-31
142,"I remember that day being uninterested and in my room playing games, then i heard my mom yelling for me to ""come here and see this"". In five minutes the whole family was in the TV room watching this show. 14 years later its still mesmerizing. One of the great spectacles of our age.",1,POSITIVE,0.0009166201925836504,0.999083399772644,2022-04-01
143,"This changed the Olympics opening ceremony's history. I remember watching this as a kid, figuring out how amazing the human being can be. To this year, no one has overcome the magnificity of this masterpiece.",1,POSITIVE,0.001815273892134428,0.9981847405433655,2021-12-27
144,Coming here after seeing the very stunning and most human Qatar 2022 World Cup Opening Ceremony,1,POSITIVE,0.0002387801796430722,0.9997612237930298,2022-12-06
145,"What a wonderful event the Olympics continue to be! Today, being February 2022, with the Winter Olympics, seeing this opening again, moves me to tears! Beautiful events!",1,POSITIVE,0.00013247101742308587,0.9998674988746643,2022-03-02
146,"I am korean. I went to see the 2008 Beijing Olympics. It was a great experience. I felt the volume of China. At this time, there was no conflict and it was peaceful.. I miss it.",1,POSITIVE,0.0439581573009491,0.9560418128967285,2022-12-19
147,"Olimpic BEIJING 2008 & ASIAN Games 2018, super Amazed... stunning... Not boring...",1,POSITIVE,0.00035822298377752304,0.9996417760848999,2022-12-13
148,i love this so much,1,POSITIVE,0.00011897724471054971,0.9998810291290283,2022-12-16
149,Dont know why I am still watching this after 14 years with tears. I was in Highschool in Beijing during that time. It was one of the most emotional moments for our generation. So proud of my country.,1,POSITIVE,0.00027379702078178525,0.9997262358665466,2022-03-02
150,5:58,1,POSITIVE,0.04574555531144142,0.9542545080184937,2019-12-28
151,Re-watching this just before the Olympic Games Beijing 2022 opening ceremony this Friday. This was such a stunning opening ceremony!!,1,POSITIVE,0.000764746917411685,0.999235212802887,2022-03-02
152,the scale of this opening ceremony will never be matched. absolutely amazing,1,POSITIVE,0.00029627804178744555,0.9997037649154663,2022-03-02
153,怀念2008,1,POSITIVE,0.1162445992231369,0.8837554454803467,2022-12-21
154,"Me deja sin palabras, está es la mejor ceremonía de inauguración, de lejos mi favorita",0,NEGATIVE,0.9712262153625488,0.028773728758096695,2022-07-30
155,"Essa foi a primeira olimpiada que me lembro, assisti quando tinha 8 anos. Não conhecia muito da cultura da China e me fez ficar maravilhada, foi emocionante reassistir depois de tantos anos e a apresentação é tão bela quanto na minha memória. Muitas felicidades do Brasil! 🇧🇷🇨🇳",0,NEGATIVE,0.9761511087417603,0.02384893223643303,2022-08-29
156,"This is what olympics opening should be like. Powerful but peaceful, ceremonious but cheerful.",1,POSITIVE,0.00021785261924378574,0.9997820854187012,2021-12-27
157,"I think the final torch was brilliant. That moment slaps me right in the face. Because as a normal person, we would think that putting a torch in the port is effortless. But it is actually not for disabled people. The fact that he keeps his spirit to make it work, with the audience cheering ""Ciayou 加油!!!"" in the background, was monumental. ",1,POSITIVE,0.006242926232516766,0.9937570691108704,2022-04-01
158,The Beijing Winter Paralympics will continue the splendor of the Beijing Winter Olympics 2022. The opening ceremony is also unparalleled and wonderful. I hope that Paralympic athletes ,1,POSITIVE,0.00011499630636535585,0.9998850226402283,2022-04-01
159,看到盲人選手插奧運火炬那麼耗時間,0,NEGATIVE,0.9190192222595215,0.08098077774047852,2022-04-01
160,"Another historical sporting event. Glad to finally watch the whole ceremony. There was almost no coverage in the Western media, guess they all went home after the main event left them very little else to say about the organizers. The 2022 Beijing games held during a pandemic will forever be a landmark. Well done.",1,POSITIVE,0.0003489273367449641,0.9996510744094849,2022-04-01
161,Beautiful Beijing Paralympic Winter Olympic Games Opening Ceremony ,1,POSITIVE,0.0001601834228495136,0.9998398423194885,2022-04-01
162,Wow! Spectacular! No less than the Winter Olympics opening! Good job Beijing! All the best to the athletes!,1,POSITIVE,0.00014612602535635233,0.9998538494110107,2022-04-01
163,The music chosen for the athletes' entrance ceremony includes,1,POSITIVE,0.004134903661906719,0.9958651065826416,2022-04-01
164,"What a gorgeous display of human perseverance and achievement! Well done China, beautifully done! I am so excited for the coming age of your country leading the world forward!",1,POSITIVE,0.00012083259207429364,0.9998791813850403,2022-04-01
165,"It’s a very touching moment seeing Spain athletes hug each other when they walking in.I can feel the excitement for them , they’re real inspirations and I wish them the best of luck! Love the last moment as well. As the Chinese saying goes one can conquer their own destiny.  Life is tough but never never never give up and fight back like a warrior. Be strong!",1,POSITIVE,0.00014156212273519486,0.9998584389686584,2022-04-01
166,在場邊跳著歡迎舞的小姐姐們小哥哥及可愛的雪融融們值得稱讚，他/她們為開幕儀式添了喜樂氣氛,0,NEGATIVE,0.9485123753547668,0.05148763209581375,2022-04-01
167,Such a great ceremony! ,1,POSITIVE,0.00012591113045345992,0.9998741149902344,2022-04-01
168,First time watching the winter games opening ceremony and it was awesome! wishing the best to all athletes~,1,POSITIVE,0.00021651317365467548,0.9997835159301758,2022-04-01
169,Find your country here:,1,POSITIVE,0.08775322139263153,0.9122467637062073,2022-04-01
170,祝贺所有运动员们！你们永远都是我们心中的英雄和生活中学习的榜样！,0,NEGATIVE,0.7659872174263,0.23401279747486115,2022-04-01
171,Sangat luar biasa opening termewah dan megah congratulation Beijing ....,0,NEGATIVE,0.9316773414611816,0.06832268834114075,2022-04-01
172,Wow! 2022 Winter Olympic Games + Paralympic Winter Games in a row! Proud of Beijing and Chinese people! Way to go!,1,POSITIVE,0.00015862028521951288,0.9998413920402527,2022-04-01
173,"Gostei dessa abertura, esse competidor que colocou a tocha na pira olímpica nos surpreendeu, mesmo esses atletas terem uma necessidade especial são capazes de tudo na vida, desejo tudo de bom a eles e continuem vencendo.",0,NEGATIVE,0.9729068875312805,0.02709309756755829,2022-06-30
