,text,pred,label,score,negative,neutral,positive,time
62,Just a fantastic Olympics  ! ,2,POS,0.9826752543449402,0.003102571005001664,0.01422218605875969,0.9826752543449402,2022-03-02
63,I click in for an Olympic sports report. You guys are incredible.,2,POS,0.8643917441368103,0.023431118577718735,0.11217714846134186,0.8643917441368103,2022-03-02
64,Always well organized. Amazing,2,POS,0.9888089299201965,0.0035748237278312445,0.0076162428595125675,0.9888089299201965,2022-03-02
65,Spectacular opening ceremony!  We have a Uyghur girl to light the Olympic torch in the ceremony!  Advanced technologies are everywhere in the game.  China demonstrates great hospitality to all guests.  Enjoy the wonderful games! ,2,POS,0.993531346321106,0.0013300641439855099,0.00513858487829566,0.993531346321106,2022-03-02
66,"politicizing sports or cultural events would probably delivery the strongest opposition front that some countries would hate to see, but it is happening.",0,NEG,0.579782247543335,0.579782247543335,0.38122114539146423,0.038996607065200806,2022-03-02
67,"Ridiculously funny reports like this just kept going on and on, one after another, and no rest. I'm so sad to see this happening.",0,NEG,0.9923760890960693,0.9923760890960693,0.005659589543938637,0.001964314840734005,2022-03-02
68,"Wow. you guys are genius, can turn everything into politics, please tell us something how native Indians were genocided from America.",0,NEG,0.4413207173347473,0.4413207173347473,0.43386197090148926,0.1248173639178276,2022-03-02
69,It's great opening ceremony!,2,POS,0.9879012107849121,0.0021433550864458084,0.009955395013093948,0.9879012107849121,2022-03-02
70,"Whoever built china olympic 2022 opening cermony, they're so creative",2,POS,0.9194207191467285,0.00965921115130186,0.07092007994651794,0.9194207191467285,2022-03-02
71,Extraordinary and meaningful opening,2,POS,0.950552225112915,0.0024478829000145197,0.04699992388486862,0.950552225112915,2022-03-02
72,"It's beautiful and the host country should be very proud. It's sad that people in this country and the west still have the audacity to throw accusations about how the host country manages their own affairs with a complete disregard of what happened in this country and the world (the death from the pandemic, crimes & violence plus guns, racial bias, poverty & homelessness , and the millions of Muslim killed  or forced to be refugees in Iraq, Afghanistan and the mid east caused by these pathetic wars).",0,NEG,0.9892210960388184,0.9892210960388184,0.006813913583755493,0.0039650569669902325,2022-03-02
73,"The boycott countries sent the most athletes to China. Out of 272 western reports on Beijing game.212 is related to human rights concern. Media manipulation is a series of related techniques in which partisans create an image or argument that favours their particular interests. Such tactics may include the use of logical fallacies, manipulation, outright deception(disinformation), rhetorical and propaganda techniques, and often involve the suppression of information or points of view by crowding them out, by inducing other people or groups of people to stop listening to certain arguments, or by simply diverting attention elsewhere.",0,NEG,0.5898194909095764,0.5898194909095764,0.397118479013443,0.013061982579529285,2022-03-02
74,The US and west can get so low so as to politicise even a global friendly event like olympics..,0,NEG,0.9731206893920898,0.9731206893920898,0.024036480113863945,0.0028427790384739637,2022-03-02
75,Why I can’t seem to find the full version of the opening ceremony?  I just want to watch the creativities and the arts/designs used in this ceremony,1,NEU,0.8418223261833191,0.10800940543413162,0.8418223261833191,0.050168320536613464,2022-03-02
76,Uyghur athlete delivers final Olympic flame in Beijing opening ceremony,1,NEU,0.901120126247406,0.022823194041848183,0.901120126247406,0.07605668902397156,2022-03-02
77,"YouTube can not watch Olympic Live, America is afraid of China ！ Hahaha",1,NEU,0.7527065277099609,0.2170088142156601,0.7527065277099609,0.03028472512960434,2022-03-02
78,"The world is not made up of a few countries who want to politicise the games. They just show their small minds, including the presenters of this program.",0,NEG,0.8321455717086792,0.8321455717086792,0.15367327630519867,0.014181161299347878,2022-03-02
79,"The logic is weird. Do a normal person feel justified to checkout their neighborhood’s bedroom when they don’t want to show?  And when the neighbors want to show friendly,  they chooses not to see and think that’s fake?  Well,  even if I had a suspicious neighbor,  I would keep my mouth shut, pretend people are just friendly and let the authorities to do their work.",1,NEU,0.5215324759483337,0.4593943953514099,0.5215324759483337,0.019073141738772392,2022-03-02
80,This is going to be one of the most hi-tech Olympic in history.,0,NEG,0.7009066939353943,0.7009066939353943,0.16110780835151672,0.13798557221889496,2022-01-31
81,I wanted to see more of the robots in action :(,0,NEG,0.8895214796066284,0.8895214796066284,0.10283511132001877,0.007643410470336676,2022-01-31
82,I need one of those robots at my home,1,NEU,0.713531494140625,0.21642206609249115,0.713531494140625,0.07004640251398087,2022-01-31
83,Actually I was not a fan of robot waiters but this one has got the point,1,NEU,0.8447197675704956,0.04051285609602928,0.8447197675704956,0.11476736515760422,2022-01-31
84,This makes perfect sense and will help to ensure that infections can't be spread.  Excellent idea and helps to keep everybody safe.,2,POS,0.9905847907066345,0.001558697666041553,0.007856510579586029,0.9905847907066345,2022-01-31
85,Love to see ,1,NEU,0.5339974761009216,0.02584679238498211,0.5339974761009216,0.4401557743549347,2022-01-31
86,Wow ,1,NEU,0.5127782225608826,0.06665655970573425,0.5127782225608826,0.4205652177333832,2022-01-31
87,I want robot that makes burgers for me. Love this ,2,POS,0.9805272221565247,0.006613061297684908,0.012859766371548176,0.9805272221565247,2022-01-31
88,This should become the standard for future Olympics games and similar international events for as long as Covid lasts!,1,NEU,0.9210796356201172,0.045352283865213394,0.9210796356201172,0.03356806933879852,2022-03-02
89,I've always wanted to do something like this but with miniature trains ,1,NEU,0.7925241589546204,0.0242257509380579,0.7925241589546204,0.18325009942054749,2022-01-31
90,More advanced than of that Tokyo Olympics.,1,NEU,0.8196306228637695,0.10287734866142273,0.8196306228637695,0.07749199867248535,2022-03-02
91,"The robot restaurant in the Winter Olympic Village has attracted many foreign athletes. In fact, robot restaurants have been popular in Chinese cities for several years.",1,NEU,0.8205275535583496,0.040637530386447906,0.8205275535583496,0.1388349086046219,2022-03-02
92,So calm n and unassuming.. They took responsibility to host n spends huge efforts for the safety of the athletes and their own people.,1,NEU,0.5140805244445801,0.45529061555862427,0.5140805244445801,0.030628839507699013,2022-01-31
93,"They are too fast in everything, wow. Japanese and Chinese people are living in the future. Actually I'm impressed.",0,NEG,0.6037966012954712,0.6037966012954712,0.3389909267425537,0.05721241235733032,2022-01-31
94,I need one in my house.,1,NEU,0.8548872470855713,0.06280891597270966,0.8548872470855713,0.08230386674404144,2022-01-31
95,Respect to china and how they are using the advantage of A.I in full scale. The future is for science and not religion anyway love from another asian from Arunachal Pradesh ,1,NEU,0.5899956822395325,0.18034948408603668,0.5899956822395325,0.22965483367443085,2022-01-31
96,I was like tham thats fking awesom then I read robots are also doing the cooking. I cant imagine this world in 100 years end me.,1,NEU,0.5859743356704712,0.26414254307746887,0.5859743356704712,0.1498831808567047,2022-01-31
97,I pretty much like this reporter. She's smiling and different from those cold hearted mainstream media junks.,2,POS,0.955659031867981,0.005216845776885748,0.03912410885095596,0.955659031867981,2022-03-02
98,"I think they're doing a great job, can't imagine if athletes get covid since they're all living in the village, and they couldn't participate in their games, that'll be so terrible, olympics is only happening once in four years and they had gone through many evaluations to be qualify.",0,NEG,0.9163278341293335,0.9163278341293335,0.07884062081575394,0.004831527825444937,2022-03-02
99,"this one is not bad, at least this one shows some good sides of the beijing olympic instead of talking bullsh!t politics",1,NEU,0.6447126269340515,0.1840297430753708,0.6447126269340515,0.1712576001882553,2022-03-02
100,"Looks like good, old-fashioned, wholesome fun.",2,POS,0.8277382850646973,0.01661522127687931,0.15564651787281036,0.8277382850646973,2022-03-02
101,Have a great time in China. Best wishes from America.,2,POS,0.7859166860580444,0.01440624799579382,0.19967707991600037,0.7859166860580444,2022-03-02
102,Great video! You are so pleasant!,2,POS,0.993441641330719,0.0009735658532008529,0.005584837403148413,0.993441641330719,2022-03-02
103,Seriously? A new phone and new laptop? Anyway it's a good thing to have something new.,2,POS,0.9205199480056763,0.002530880505219102,0.07694918662309647,0.9205199480056763,2022-03-02
104,"""...hazmat suits to COVID tests to chef robots..."" so let's ",1,NEU,0.9359989762306213,0.03394123539328575,0.9359989762306213,0.030059814453125,2022-03-02
105,"Now THAT was a heartwarming welcome !!  Christ, it's like you're entering the operating theatre at Mt. Sinai !!",2,POS,0.9709640145301819,0.003042440162971616,0.025993559509515762,0.9709640145301819,2022-03-02
106,4:14,1,NEU,0.5532620549201965,0.05634911358356476,0.5532620549201965,0.3903888463973999,2022-03-02
107,"So if that bar tending robot tests positive, will it have to quarantine?",1,NEU,0.9155550599098206,0.06187809631228447,0.9155550599098206,0.02256687544286251,2022-03-02
108,Despite all the economic crisis this is the right time to start up an investment,1,NEU,0.536242663860321,0.278647243976593,0.536242663860321,0.18511009216308594,2022-03-02
109,"Look like lot of fun ... robot got to do covid test too, hahaha so funny",1,NEU,0.7676063179969788,0.03902440890669823,0.7676063179969788,0.19336923956871033,2022-03-02
110,"So basically, everything's awesome, except the paranoid bit about the Chiense govt watching EVERY MOVE YOU MAKE ONLINE ONCE YOU ENTER THE COUNTRY.",1,NEU,0.7750498056411743,0.1469348967075348,0.7750498056411743,0.0780152902007103,2022-03-02
111,😱,1,NEU,0.40843474864959717,0.37308254837989807,0.40843474864959717,0.21848273277282715,2022-03-02
112,Oh that sounds like such a fun vacation ,2,POS,0.9774952530860901,0.001845681108534336,0.020659128203988075,0.9774952530860901,2022-03-02
113,I call on the USA athletes and journalists to abide by the pandemic control measures while they are in China. Wear your masks properly,1,NEU,0.7466428279876709,0.21756616234779358,0.7466428279876709,0.03579097241163254,2022-03-02
114,"Best of luck to you, you'r all gonna need it to escape there when SHTF. I'm praying for you all to get home safely. If you get put in the tiger chair just remember to breath and pray.",1,NEU,0.4808676838874817,0.04197348654270172,0.4808676838874817,0.4771588146686554,2022-03-02
115,Best part is how casually we all accept the Chinese government spying ... And keep it moving lol,1,NEU,0.6604264378547668,0.2826007306575775,0.6604264378547668,0.05697276070713997,2022-03-02
116,I feel like this Olympics is just.....,1,NEU,0.58645099401474,0.4039413630962372,0.58645099401474,0.009607679210603237,2022-03-02
117,The title of this video should have been: None of the winter Olympic sponsors willing to quit. BBC just cares about clicks like these sponsors cares about sales.,1,NEU,0.615059494972229,0.36456066370010376,0.615059494972229,0.020379872992634773,2022-03-02
118,"Life goes on, with or without the sponsors or msms. Give athletics a good sense of being athletics for the nation's glory.",1,NEU,0.7060900926589966,0.01858018897473812,0.7060900926589966,0.27532973885536194,2022-03-02
119,Keeping Quiet is the worst you can do. ,0,NEG,0.9730964303016663,0.9730964303016663,0.016971182078123093,0.009932371787726879,2022-03-02
120,118K views and a mere 1200 likes? BBC has fallen from grace,0,NEG,0.6610708832740784,0.6610708832740784,0.32107090950012207,0.017858173698186874,2022-03-02
121,"For those who refuse to watch the Olympics games, don’t worry, the games will be unwatchable anyway. NBC will broadcast the games in 480p resolution video, will use grey filters for all scenery and will use Photoshop program to make images grey.",1,NEU,0.937981367111206,0.018772225826978683,0.937981367111206,0.04324636608362198,2022-03-02
122,"""The official worldwide partners of the Olympics are Airbnb, Alibaba, Allianz, Atos, Bridgestone, Coca-Cola, Intel, Omega, Panasonic, Procter & Gamble, Samsung, Toyota, and Visa""~BBC",1,NEU,0.7272007465362549,0.08578916639089584,0.7272007465362549,0.18701009452342987,2022-03-02
123,Boycott for what? 34 United States officers secretly applied Chinese Visa even though they had announced “diplomatic boycott”.,1,NEU,0.9101556539535522,0.0643327385187149,0.9101556539535522,0.0255116019397974,2022-03-02
124,well despite the brands not actually pulling out(because they care about Chinese money rather than human rights) it's good news they are now avoiding to much public connection with China.,2,POS,0.6459660530090332,0.05122651159763336,0.30280745029449463,0.6459660530090332,2022-03-02
125,Chinese brands and the digital yuan gain massive international publicity during the winter Olympics.  Repressive political boycott action is making most global brands unhappy as they accelerate loss of international market share. ,0,NEG,0.8435201048851013,0.8435201048851013,0.14081798493862152,0.015661906450986862,2022-03-02
126,They say all kinds of wonder values but when push comes to shove they don't want to offend China....As the old adage goes...talk is cheap.,1,NEU,0.5069959163665771,0.46244823932647705,0.5069959163665771,0.030555840581655502,2022-03-02
127,Sounds like a good opportunity. Some countries offer big rewards for getting Olympic medals.,2,POS,0.9042055606842041,0.004982527811080217,0.09081190824508667,0.9042055606842041,2022-03-02
128,This is BSB News reporter. I'm here inside the Beijing Olympics Village. This is the village where American athletes will be staying.  I am here with the Manager of the Village Planner Officer.,1,NEU,0.895565390586853,0.018833426758646965,0.895565390586853,0.08560118079185486,2022-03-02
129,"USA and its allies like Britain doesn't have the guts to boycott the game, talk is cheap lol ",0,NEG,0.9328035116195679,0.9328035116195679,0.060189779847860336,0.007006712257862091,2022-03-02
130,US is pulling them to limit their brand as local brands from present recognition as global brands...good... ,0,NEG,0.6573266386985779,0.6573266386985779,0.3088303208351135,0.033843033015728,2022-03-02
131,The only part of these corrupt games I'll view is the list of sponsors to know whose products to boycott!,0,NEG,0.5506464838981628,0.5506464838981628,0.43360981345176697,0.015743739902973175,2022-03-02
132,Lets the US athletes and other part nations  tell the story when they are back from the  Winter Olympic  games,1,NEU,0.9328977465629578,0.04003368690609932,0.9328977465629578,0.027068568393588066,2022-03-02
133,"I firstly read ""quit"" , then realize it is quiet ?   What is wrong of staying quiet ?",1,NEU,0.8185082077980042,0.15874284505844116,0.8185082077980042,0.022748932242393494,2022-03-02
134,If it were on the basis human right abuses more than half of the countries on earth wouldve been boycotted,1,NEU,0.502106249332428,0.44748714566230774,0.502106249332428,0.0504065565764904,2022-03-02
135,There are still brave people with balls in this world.,1,NEU,0.7179189920425415,0.11930771917104721,0.7179189920425415,0.1627732366323471,2022-03-02
136,There is a massive elephant in the room that corporations and governments pretend isn't there but they continues to do business with it because it's all about money.,1,NEU,0.6649649143218994,0.2686404287815094,0.6649649143218994,0.0663946121931076,2022-03-02
137,What is your favorite Olympic moment of all time? Let us know in the comments below and it might be featured in the next ,1,NEU,0.9371506571769714,0.011038260534405708,0.9371506571769714,0.05181111767888069,2019-12-28
138,I’m sorry but no opening ceremony will beat this one! This was spectacular,2,POS,0.9673259854316711,0.004423331469297409,0.028250712901353836,0.9673259854316711,2020-12-27
139,من أجمل الافتتاح في التاريخ البشرية ,1,NEU,0.908031702041626,0.04432237893342972,0.908031702041626,0.04764603450894356,2022-12-19
140,"effort, coordination and unity. Respect.",2,POS,0.8688189387321472,0.018347589299082756,0.11283344775438309,0.8688189387321472,2022-12-18
141,"Even looking back 13 years later, it’s still the best Olympic opening ceremony hands down! The rich historical meaning and artistic effects are just breathtaking, no doubt the 2022 winter Olympic is going to be another spectacular one!!!",2,POS,0.9862193465232849,0.0029747076332569122,0.010805954225361347,0.9862193465232849,2022-01-31
142,"I remember that day being uninterested and in my room playing games, then i heard my mom yelling for me to ""come here and see this"". In five minutes the whole family was in the TV room watching this show. 14 years later its still mesmerizing. One of the great spectacles of our age.",1,NEU,0.4989714026451111,0.14498914778232574,0.4989714026451111,0.35603949427604675,2022-04-01
143,"This changed the Olympics opening ceremony's history. I remember watching this as a kid, figuring out how amazing the human being can be. To this year, no one has overcome the magnificity of this masterpiece.",2,POS,0.9704222083091736,0.00863740500062704,0.020940367132425308,0.9704222083091736,2021-12-27
144,Coming here after seeing the very stunning and most human Qatar 2022 World Cup Opening Ceremony,2,POS,0.8476955890655518,0.034021127969026566,0.11828327924013138,0.8476955890655518,2022-12-06
145,"What a wonderful event the Olympics continue to be! Today, being February 2022, with the Winter Olympics, seeing this opening again, moves me to tears! Beautiful events!",2,POS,0.8807211518287659,0.030144698917865753,0.0891341120004654,0.8807211518287659,2022-03-02
146,"I am korean. I went to see the 2008 Beijing Olympics. It was a great experience. I felt the volume of China. At this time, there was no conflict and it was peaceful.. I miss it.",2,POS,0.9748432040214539,0.006629201117902994,0.018527617678046227,0.9748432040214539,2022-12-19
147,"Olimpic BEIJING 2008 & ASIAN Games 2018, super Amazed... stunning... Not boring...",1,NEU,0.5141203999519348,0.022103503346443176,0.5141203999519348,0.4637760818004608,2022-12-13
148,i love this so much,2,POS,0.9727101922035217,0.0064404187723994255,0.02084934338927269,0.9727101922035217,2022-12-16
149,Dont know why I am still watching this after 14 years with tears. I was in Highschool in Beijing during that time. It was one of the most emotional moments for our generation. So proud of my country.,2,POS,0.8216388821601868,0.06429359316825867,0.11406752467155457,0.8216388821601868,2022-03-02
150,5:58,1,NEU,0.7577029466629028,0.0641428753733635,0.7577029466629028,0.17815417051315308,2019-12-28
